Tag,No.Economico,Fecha,Hora,Caseta,Carril,Clase,Importe,Fecha Aplicacion,Hora Aplicacion,Consecar
IMDM27492850..,TR286,31/01/2025,13:06,SAN MARTIN TEXMELUCAN,MARTIN TEXMELUCAN 8,5,$1366.00,31/01/2025,12:00:00,36088909
IMDM30057667..,HH-254,31/01/2025,13:03:08,LIB. MATEHUALA,LIB. MATEHUALA 1,5,$120.00,31/01/2025,12:00:00,36088909
IMDM27291921..,HH177,31/01/2025,13:02:54,QUERETARO ARCO NORTE,QUERETARO ARCO N 1,9,$1610.00,31/01/2025,12:00:00,36088909
IMDM27492889..,HH63,31/01/2025,12:59:58,SANCHEZ MAGALLANES,SANCHEZ MAGALLANES 1,1,$101.00,31/01/2025,12:00:00,36088909
IMDM27492871..,HH32,31/01/2025,12:59:29,JIMENEZ,JIMENEZ 1,5,$123.00,31/01/2025,12:00:00,36088909
IMDM27492885..,HH247,31/01/2025,12:58:16,LEON,LEON 1,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,12:58:15,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,01/02/2025,12:00:00,36093340
IMDM27113046..,TR149,31/01/2025,12:54:56,LA ANTIGUA,LA ANTIGUA 08,1,$431.00,01/02/2025,12:00:00,36093340
IMDM27492879..,HH246,31/01/2025,12:54:37,LEON,LAS JOYAS 7,5,$157.00,31/01/2025,12:00:00,36088909
IMDM27383489..,TR 237,31/01/2025,12:54:30,LINCOLN,LINCOLN 8,9,$1317.00,31/01/2025,12:00:00,36087157
IMDM27058346..,TR137,31/01/2025,12:54:23,LEON,LEON 6,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,12:48:37,SAN MARCOS II,SAN MARCOS II 3,9,$662.00,31/01/2025,12:00:00,36088909
IMDM22392739..,54AN3R,31/01/2025,12:46:52,MENDOZA,MENDOZA 9,1,$67.00,31/01/2025,12:00:00,36088909
IMDM27058353..,HH 112,31/01/2025,12:44:45,MIRADORES,MIRADORES 15,5,$472.00,31/01/2025,12:00:00,36088909
IMDM30193918..,218,31/01/2025,12:42:26,SAN JULIÁN,SAN JULIÁN 01,1,$119.00,01/02/2025,12:00:00,36093340
IMDM27291907..,TR160,31/01/2025,12:39:26,TEPOTZOTLAN,TEPOTZOTLAN 4,5,$471.00,31/01/2025,12:00:00,36088909
IMDM30057638..,TR-258,31/01/2025,12:38:49,ARANDAS,ARANDAS 3,1,$182.00,01/02/2025,12:00:00,36093340
IMDM27113079..,HH 135,31/01/2025,12:38:24,ACATLAN II,ACATLAN II 1,9,$377.00,31/01/2025,12:00:00,36088909
IMDM30193916..,TR187,31/01/2025,12:38:21,ENCARNACION DE DIAZ,ENCARNACION DIAZ 3B,5,$417.00,31/01/2025,12:00:00,36088909
IMDM24319640..,HC 15 NISSAN ,31/01/2025,12:35,PALMILLAS,PALMILLAS 2,1,$108.00,31/01/2025,12:00:00,36088909
IMDM27291935..,HH35,31/01/2025,12:34:39,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,9,$190.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,12:33:40,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$261.00,01/02/2025,12:00:00,36093340
IMDM27383497..,HH220,31/01/2025,12:32:18,LEON GUZMAN,LEON GUZMAN 7,5,$801.00,31/01/2025,12:00:00,36088909
IMDM27383489..,TR 237,31/01/2025,12:32:11,APODACA,APODACA 13,9,$369.00,31/01/2025,12:00:00,36087157
IMDM27058347..,HH139,31/01/2025,12:31:49,LAS VIGAS,LAS VIGAS 7,5,$330.00,31/01/2025,12:00:00,36088909
IMDM27492862..,TR290,31/01/2025,12:27:54,LEON,LEON 6,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,12:27:45,CERRO GORDO,CERRO GORDO 25,9,$312.00,31/01/2025,12:00:00,36088909
IMDM30057638..,TR-258,31/01/2025,12:24:32,YOSTIRO,YOSTIRO 4,1,$95.00,31/01/2025,12:00:00,36088909
IMDM30193918..,218,31/01/2025,12:21:51,PASO DEL TORO,PASO DEL TORO 7,5,$222.00,31/01/2025,12:00:00,36088909
IMDM27383482..,HH-265,31/01/2025,12:20:47,ENCARNACION DE DIAZ,ENCARNACION DIAZ 3B,5,$417.00,31/01/2025,12:00:00,36088909
IMDM27113046..,TR149,31/01/2025,12:16:57,PLAN DE RIO,PLAN DEL RÍO 01,1,$258.00,31/01/2025,12:00:00,36088909
IMDM24209285..,46,31/01/2025,12:16:52,PALMILLAS,PALMILLAS 19,9,$641.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,12:15:36,MENDOZA,MENDOZA 9,5,$185.00,31/01/2025,12:00:00,36088909
IMDM22392717..,51,31/01/2025,12:13:47,PALMILLAS BIS,PALMILLAS BIS 3,2,$219.00,31/01/2025,12:00:00,36088909
IMDM27058349..,HH132,31/01/2025,12:13:10,SAN MARCOS II,SAN MARCOS II 2,4,$302.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,12:12:02,MENDOZA,MENDOZA 10,5,$185.00,31/01/2025,12:00:00,36088909
IMDM22392717..,51,31/01/2025,12:10:53,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,2,$383.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,12:09:13,SAYULA,SAYULA 3,9,$286.00,31/01/2025,12:00:00,36088909
IMDM27291910..,TR174,31/01/2025,12:07:21,LA HINCADA,LA HINCADA 6,9,$434.00,31/01/2025,12:00:00,36088909
IMDM24319646..,HH-39,31/01/2025,12:07:11,LA ANTIGUA,LA ANTIGUA 08,1,$300.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,12:06:30,CERRO GORDO,CERRO GORDO 24,5,$212.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,12:06:14,CERRO GORDO,CERRO GORDO 23,5,$212.00,31/01/2025,12:00:00,36088909
IMDM27113046..,TR149,31/01/2025,12:04:30,MIRADORES,MIRADORES 15,9,$659.00,31/01/2025,12:00:00,36088909
IMDM27113041..,TR026,31/01/2025,12:04:18,LOS CHORROS,LOS CHORROS 2,5,$279.00,31/01/2025,12:00:00,36088909
IMDM27492851..,TR284,31/01/2025,12:04:01,LOS CHORROS,LOS CHORROS 2,5,$279.00,31/01/2025,12:00:00,36088909
IMDM30057646..,HH121,31/01/2025,12:03:51,ACATLAN II,ACATLAN II 1,5,$285.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,12:01:29,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,31/01/2025,12:00:00,36088909
IMDM27113079..,HH 135,31/01/2025,11:59:41,CHAPALA,CHAPALA 10,9,$244.00,31/01/2025,12:00:00,36088909
IMDM27291935..,HH35,31/01/2025,11:59:09,OCOTLAN,OCOTLAN 5,9,$839.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,11:55:13,MENDOZA,MENDOZA 9,9,$247.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,11:54:52,MENDOZA,MENDOZA 9,9,$247.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,11:54:01,MIRADORES,MIRADORES 10,5,$472.00,31/01/2025,12:00:00,36088909
IMDM27383497..,HH220,31/01/2025,11:52:01,BERMEJILLOS,BERMEJILLOS 1,5,$330.00,31/01/2025,12:00:00,36088909
IMDM27492879..,HH246,31/01/2025,11:49:37,MENDOZA,MENDOZA 1,5,$185.00,31/01/2025,12:00:00,36088909
IMDM27492885..,HH247,31/01/2025,11:47:57,LAGOS DE MORENO,LAGOS DE MORENO 3,5,$403.00,31/01/2025,12:00:00,36088909
IMDM27383507..,TR-212,31/01/2025,11:43:49,ARMERIA VIAPASS,Manzanillo-Armeria,1,$662.00,31/01/2025,12:00:00,36088909
IMDM27291907..,TR160,31/01/2025,11:42:35,QUERETARO ARCO NORTE,QUERETARO ARCO N 9,5,$350.00,31/01/2025,12:00:00,36088909
IMDM27492879..,HH246,31/01/2025,11:41:15,CERRO GORDO,CERRO GORDO 19,5,$212.00,31/01/2025,12:00:00,36088909
IMDM27291911..,TR145,31/01/2025,11:41:08,JUÁREZ,JUÁREZ 3,5,$474.00,31/01/2025,12:00:00,36087157
IMDM27058347..,HH139,31/01/2025,11:40:16,PLAN DE RIO,PLAN DE RIO 8,1,$221.00,31/01/2025,12:00:00,36088909
IMDM30057640..,HH 227,31/01/2025,11:39:36,TULA I,TULA I 1,5,$217.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,11:38:59,PUERTO INTERIOR,PUERTO INTERIOR 2,5,$282.00,31/01/2025,12:00:00,36088909
IMDM27291911..,TR145,31/01/2025,11:30:12,APODACA,APODACA 6,5,$511.00,31/01/2025,12:00:00,36087157
IMDM27058353..,HH 112,31/01/2025,11:29:03,LAS VIGAS,LAS VIGAS 2,5,$330.00,31/01/2025,12:00:00,36088909
IMDM24319646..,HH-39,31/01/2025,11:28:24,PLAN DE RIO,PLAN DEL RÍO 01,1,$221.00,31/01/2025,12:00:00,36088909
IMDM27113079..,HH 135,31/01/2025,11:28:13,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 5,9,$190.00,31/01/2025,12:00:00,36088909
IMDM27383515..,202,31/01/2025,11:27:56,MENDOZA,MENDOZA 1,9,$247.00,31/01/2025,12:00:00,36088909
IMDM27291910..,TR174,31/01/2025,11:24:32,CERRITOS OPASA,CERRITOS OPASA 14,9,$242.00,31/01/2025,12:00:00,36088909
IMDM21628786..,HC 13 PROVI   ,31/01/2025,11:24:21,SAN MARCOS,SAN MARCOS 4,1,$165.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,11:23:28,PUERTO INTERIOR,PUERTO INTERIOR 2,9,$376.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,11:23:11,PUERTO INTERIOR,PUERTO INTERIOR 6,9,$376.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,11:23:06,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,11:18:22,LEON,LEON 1,9,$488.00,31/01/2025,12:00:00,36088909
IMDM30193918..,218,31/01/2025,11:16:40,CUITLAHUAC,CUITLAHUAC 7,5,$253.00,31/01/2025,12:00:00,36088909
IMDM30057660..,HH260,31/01/2025,11:16:08,TEPOTZOTLAN,TEPOTZOTLAN 15,5,$471.00,31/01/2025,12:00:00,36088909
IMDM27383515..,202,31/01/2025,11:15:37,CERRO GORDO,CERRO GORDO 12,6,$312.00,31/01/2025,12:00:00,36088909
IMDM30057638..,TR-258,31/01/2025,11:13:05,ECUANDUREO,ECUANDUREO 2,5,$351.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,11:12:07,LA ANTIGUA,LA ANTIGUA 04,1,$300.00,31/01/2025,12:00:00,36088909
IMDM27291935..,HH35,31/01/2025,11:11:13,ECUANDUREO,ECUANDUREO 5,9,$417.00,31/01/2025,12:00:00,36088909
IMDM24319646..,HH-39,31/01/2025,11:10:58,MIRADORES,MIRADORES 15,5,$472.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,11:05:15,LEON,LEON 2,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,11:04:58,LEON,LEON 2,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,10:59:34,ACATLAN II,ACATLAN II 1,9,$377.00,31/01/2025,12:00:00,36088909
IMDM27291907..,TR160,31/01/2025,10:59:18,ATLACOMULCO-BANOBRAS,ATLACOMULCO-BANOB 1,9,$217.00,31/01/2025,12:00:00,36088909
IMDM27492880..,TR268,31/01/2025,10:59:09,LEON,LEON 1,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27383497..,HH220,31/01/2025,10:58:31,CEBALLOS,CEBALLOS 1,5,$337.00,31/01/2025,12:00:00,36088909
IMDM30057659..,TR-255,31/01/2025,10:58:29,ACAYUCAN (SAYULA),ACAYUCAN 7,5,$495.00,31/01/2025,12:00:00,36088909
IMDM27492879..,HH246,31/01/2025,10:57:23,APASEO EL GRANDE,PALMILLAS-APASEO GDE,4,$469.00,31/01/2025,12:00:00,36088909
IMDM27492884..,HH248,31/01/2025,10:57:07,APODACA,APODACA 1,5,$202.00,31/01/2025,12:00:00,36087157
IMDM24206626..,HH53,31/01/2025,10:56:10,LA ANTIGUA,LA ANTIGUA 07,1,$125.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,10:55:11,LAS VIGAS,LAS VIGAS 7,5,$330.00,31/01/2025,12:00:00,36088909
IMDM27058349..,HH132,31/01/2025,10:54:25,ACATLAN II,ACATLAN II 1,4,$171.00,31/01/2025,12:00:00,36088909
IMDM27492889..,HH63,31/01/2025,10:53:17,NACAJUCA,NACAJUCA 8,5,$210.00,31/01/2025,12:00:00,36088909
IMDM27291910..,TR174,31/01/2025,10:52:20,VENTURA - EL PEYOTE,VENTURA - PEYOTE 7,9,$485.00,31/01/2025,12:00:00,36088909
IMDM27058353..,HH 112,31/01/2025,10:51:53,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,31/01/2025,12:00:00,36088909
IMDM24319640..,HC 15 NISSAN ,31/01/2025,10:51:12,QUERETARO,QUERETARO 3,1,$102.00,31/01/2025,12:00:00,36088909
IMDM27113063..,TR136,31/01/2025,10:50:59,LA HINCADA,LA HINCADA 6,9,$434.00,31/01/2025,12:00:00,36088909
IMDM22392739..,54AN3R,31/01/2025,10:50:47,LEON,LAS JOYAS 8,1,$68.00,31/01/2025,12:00:00,36088909
IMDM24209285..,46,31/01/2025,10:40:45,QUERETARO ARCO NORTE,QUERETARO ARCO N 1,9,$1610.00,31/01/2025,12:00:00,36088909
IMDM27291907..,TR160,31/01/2025,10:40:21,CONTEPEC,CONTEPEC 10,9,$217.00,31/01/2025,12:00:00,36088909
IMDM27383502..,TR 214,31/01/2025,10:38:14,PALMILLAS,PALMILLAS 21,9,$641.00,31/01/2025,12:00:00,36088909
IMDM27492869..,279,31/01/2025,10:37:39,TEPOTZOTLAN,TEPOTZOTLAN 15,5,$471.00,31/01/2025,12:00:00,36088909
IMDM27291914..,TR173,31/01/2025,10:36:56,ARMERIA VIAPASS,Armeria-Manzanillo,1,$1047.00,31/01/2025,12:00:00,36088909
IMDM30057654..,HH-259,31/01/2025,10:32:45,APODACA,APODACA 1,5,$202.00,31/01/2025,12:00:00,36087157
IMDM27113086..,HH120,31/01/2025,10:31:04,CHAPALA,CHAPALA 10,9,$244.00,31/01/2025,12:00:00,36088909
IMDM27492884..,HH248,31/01/2025,10:25:48,LINCOLN,LINCOLN 2,5,$548.00,31/01/2025,12:00:00,36087157
IMDM27383515..,202,31/01/2025,10:25:12,QUERETARO,QUERETARO 11,6,$544.00,31/01/2025,12:00:00,36088909
IMDM27291935..,HH35,31/01/2025,10:24:39,PANINDICUARO,PANINDICUARO 6,9,$777.00,31/01/2025,12:00:00,36088909
IMDM21628786..,HC 13 PROVI   ,31/01/2025,10:24:05,S.MARTIN PUE.,S.MARTIN PUE. 8,1,$51.00,31/01/2025,12:00:00,36088909
IMDM30057679..,HH-243,31/01/2025,10:22:31,SACRAMENTO,SACRAMENTO 1,5,$123.00,31/01/2025,12:00:00,36088909
IMDM27291926..,TR190,31/01/2025,10:22:25,AGUJITA-ALLENDE,AGUJITA - ALLENDE 6,9,$325.00,31/01/2025,12:00:00,36088909
IMDM27291937..,HH156,31/01/2025,10:20:47,PALMILLAS,PALMILLAS 22,9,$641.00,31/01/2025,12:00:00,36088909
IMDM27383480..,TR234,31/01/2025,10:19:57,S.MARTIN PUE.,S.MARTIN PUE. 26,5,$238.00,31/01/2025,12:00:00,36088909
IMDM27291910..,TR174,31/01/2025,10:19:01,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 8,9,$444.00,31/01/2025,12:00:00,36088909
IMDM27492880..,TR268,31/01/2025,10:18:53,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 4B,5,$417.00,31/01/2025,12:00:00,36088909
IMDM27113079..,HH 135,31/01/2025,10:16:59,TEPATITLAN,TEPATITLAN 2,9,$806.00,31/01/2025,12:00:00,36088909
IMDM24206626..,HH53,31/01/2025,10:14:21,PLAN DE RIO,PLAN DEL RÍO 01,1,$104.00,31/01/2025,12:00:00,36088909
IMDM27058353..,HH 112,31/01/2025,10:12:58,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,10:12:50,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 5,9,$190.00,31/01/2025,12:00:00,36088909
IMDM27492884..,HH248,31/01/2025,10:11:46,PERIFERICO,PERIFERICO 1,5,$322.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,10:11:24,MIRADORES,MIRADORES 10,5,$472.00,31/01/2025,12:00:00,36088909
IMDM27383480..,TR234,31/01/2025,10:11:08,SAN MARTIN TEXMELUCAN,MARTIN TEXMELUCAN 1,5,$1366.00,31/01/2025,12:00:00,36088909
IMDM21628786..,HC 13 PROVI   ,31/01/2025,10:09:04,LIB. PUEBLA,CUAUHTEMOC-PERIF,1,$86.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,10:08:37,AMOZOC-PEROTE,T1-AMOZOC,1,$232.00,31/01/2025,12:00:00,36088909
IMDM22392717..,51,31/01/2025,10:05:18,CERRO GORDO,CERRO GORDO 23,2,$122.00,31/01/2025,12:00:00,36088909
IMDM27291910..,TR174,31/01/2025,10:03:58,LOGISTIK,LOGISTIK-SLP,9,$27.00,31/01/2025,12:00:00,36088909
IMDM30057661..,HH261,31/01/2025,10:03:37,LIB. MATEHUALA,LIB. MATEHUALA 8,5,$120.00,31/01/2025,12:00:00,36088909
IMDM27113085..,HH122,31/01/2025,10:01:40,ARMERIA VIAPASS,Manzanillo-Armeria,1,$483.00,31/01/2025,12:00:00,36088909
IMDM24206626..,HH53,31/01/2025,10:01:21,MIRADORES,MIRADORES 15,3,$372.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,09:59:53,LIB. PUEBLA,PERIF-CUAUHTEMOC,1,$342.00,31/01/2025,12:00:00,36088909
IMDM30057679..,HH-243,31/01/2025,09:58:08,JIMENEZ,JIMENEZ 1,5,$123.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,09:56:40,PLAN DE RIO,PLAN DE RIO 8,1,$221.00,31/01/2025,12:00:00,36088909
IMDM30057681..,HH240,31/01/2025,09:56:06,TEPOTZOTLAN,TEPOTZOTLAN 15,5,$471.00,31/01/2025,12:00:00,36088909
IMDM27492879..,HH246,31/01/2025,09:55:31,PALMILLAS BIS,PALMILLAS BIS 14,5,$440.00,31/01/2025,12:00:00,36088909
IMDM27492885..,HH247,31/01/2025,09:55:09,CALDERON,SLP-V. ARRIAGA,5,$382.00,31/01/2025,12:00:00,36088909
IMDM27113063..,TR136,31/01/2025,09:54:20,CERRITOS OPASA,CERRITOS OPASA 14,9,$242.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,09:53:45,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,31/01/2025,12:00:00,36088909
IMDM22392717..,51,31/01/2025,09:51:59,MENDOZA,MENDOZA 6,1,$67.00,31/01/2025,12:00:00,36088909
IMDM30057659..,TR-255,31/01/2025,09:51:12,COSAMALOAPAN,COSAMALOAPAN 6,5,$512.00,31/01/2025,12:00:00,36088909
IMDM21628786..,HC 13 PROVI   ,31/01/2025,09:49:34,AMOZOC-PEROTE,T1-AMOZOC,1,$107.00,31/01/2025,12:00:00,36088909
IMDM27291907..,TR160,31/01/2025,09:49:24,ZINAPECUARO,ZINAPECUARO 2,5,$476.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,09:45:31,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,31/01/2025,12:00:00,36088909
IMDM27383494..,HH217,31/01/2025,09:45:13,LEON,LEON 1,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,09:45:11,JALOSTOTITLAN,JALOSTOTITLAN 6,9,$670.00,31/01/2025,12:00:00,36088909
IMDM27113079..,HH 135,31/01/2025,09:41:16,JALOSTOTITLAN,JALOSTOTITLAN 2,9,$670.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,09:38:04,OCOTLAN,OCOTLAN 5,9,$839.00,31/01/2025,12:00:00,36088909
IMDM27291938..,HH155,31/01/2025,09:37:19,LA ANTIGUA,LA ANTIGUA 08,1,$431.00,31/01/2025,12:00:00,36088909
IMDM30057654..,HH-259,31/01/2025,09:34:48,PERIFERICO,PERIFERICO 4 BIS,1,$98.00,31/01/2025,12:00:00,36088909
IMDM27492847..,TR296,31/01/2025,09:32:31,SAN MARCOS,SAN MARCOS 3,5,$628.00,31/01/2025,12:00:00,36088909
IMDM27492891..,TR294,31/01/2025,09:32:05,SAN MARCOS,SAN MARCOS 3,9,$860.00,31/01/2025,12:00:00,36088909
IMDM24319640..,HC 15 NISSAN ,31/01/2025,09:29:35,SALAMANCA,SALAMANCA 3,1,$102.00,31/01/2025,12:00:00,36088909
IMDM27492885..,HH247,31/01/2025,09:25:45,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 2,5,$285.00,31/01/2025,12:00:00,36088909
IMDM27058349..,HH132,31/01/2025,09:25:44,CHAPALA,CHAPALA 4,4,$141.00,31/01/2025,12:00:00,36088909
IMDM24206626..,HH53,31/01/2025,09:24:50,LAS VIGAS,LAS VIGAS 2,3,$245.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,09:24:25,LA ANTIGUA,LA ANTIGUA 01,1,$300.00,31/01/2025,12:00:00,36088909
IMDM27383477..,TR206,31/01/2025,09:23:55,TEPATITLAN,TEPATITLAN 6,5,$638.00,31/01/2025,12:00:00,36088909
IMDM30057640..,HH 227,31/01/2025,09:18,PALMILLAS BIS,PALMILLAS BIS 4,5,$440.00,31/01/2025,12:00:00,36088909
IMDM27492881..,HH277,31/01/2025,09:16:36,JIMENEZ,JIMENEZ 5,5,$123.00,31/01/2025,12:00:00,36088909
IMDM27113063..,TR136,31/01/2025,09:14:54,VENTURA - EL PEYOTE,VENTURA - PEYOTE 5,9,$485.00,31/01/2025,12:00:00,36088909
IMDM21628786..,HC 13 PROVI   ,31/01/2025,09:14:10,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$122.00,31/01/2025,12:00:00,36088909
IMDM27492874..,TR181,31/01/2025,09:12:42,TEPATITLAN,TEPATITLAN 2,5,$638.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,09:10:28,S.MARTIN PUE.,S.MARTIN PUE. 24,5,$238.00,31/01/2025,12:00:00,36088909
IMDM27492865..,TR283,31/01/2025,09:09:52,CTO. EXT. MEXIQUENSE,A34  - A36,1,$92.00,31/01/2025,12:00:00,36088909
IMDM24206637..,57,31/01/2025,09:09:14,TEPATITLAN,TEPATITLAN 7,5,$638.00,31/01/2025,12:00:00,36088909
IMDM30057640..,HH 227,31/01/2025,09:08:53,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$636.00,31/01/2025,12:00:00,36088909
IMDM24206629..,HC10,31/01/2025,09:08:21,XONACATLAN,XONACATLAN 12,1,$38.00,31/01/2025,12:00:00,36088909
IMDM27383517..,HH65,31/01/2025,09:07:45,TEPATITLAN,TEPATITLAN 5,9,$806.00,31/01/2025,12:00:00,36088909
IMDM27291935..,HH35,31/01/2025,09:06:23,ZINAPECUARO,ZINAPECUARO 6,9,$567.00,31/01/2025,12:00:00,36088909
IMDM27383494..,HH217,31/01/2025,09:05:24,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 4B,5,$417.00,31/01/2025,12:00:00,36088909
IMDM27492884..,HH248,31/01/2025,09:05:24,LOS CHORROS,LOS CHORROS 1,5,$279.00,31/01/2025,12:00:00,36088909
IMDM27058349..,HH132,31/01/2025,09:02:08,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,4,$113.00,31/01/2025,12:00:00,36088909
IMDM27291903..,TR 184,31/01/2025,09:00:38,SAN MARCOS,SAN MARCOS 3,6,$860.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,08:59:25,SAN JULIÁN,SAN JULIÁN 01,1,$119.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,08:58:36,SAN MARTIN TEXMELUCAN,MARTIN TEXMELUCAN 2,5,$1366.00,31/01/2025,12:00:00,36088909
IMDM27291938..,HH155,31/01/2025,08:58:30,PLAN DE RIO,PLAN DEL RÍO 01,1,$258.00,31/01/2025,12:00:00,36088909
IMDM30057650..,HH-267,31/01/2025,08:57:41,S.MARTIN PUE.,S.MARTIN PUE. 9,5,$238.00,31/01/2025,12:00:00,36088909
IMDM24209303..,61,31/01/2025,08:57:03,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 5A,5,$285.00,31/01/2025,12:00:00,36088909
IMDM24206626..,HH53,31/01/2025,08:54:57,AMOZOC-PEROTE,T3-CANTONA,1,$298.00,31/01/2025,12:00:00,36088909
IMDM27291905..,TR 182,31/01/2025,08:53:03,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$62.00,01/02/2025,12:00:00,36097579
IMDM27492881..,HH277,31/01/2025,08:52:23,SACRAMENTO,SACRAMENTO 6,5,$123.00,31/01/2025,12:00:00,36088909
IMDM27291942..,HH159,31/01/2025,08:50:55,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$91.00,01/02/2025,12:00:00,36097579
IMDM24319646..,HH-39,31/01/2025,08:49:13,LAS VIGAS,LAS VIGAS 2,5,$330.00,31/01/2025,12:00:00,36088909
IMDM27058353..,HH 112,31/01/2025,08:48:39,SANCTORUM,SANCTURUM 1,5,$1086.00,31/01/2025,12:00:00,36088909
IMDM27492849..,TR297,31/01/2025,08:47:27,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 6,7,$494.00,31/01/2025,12:00:00,36088909
IMDM27492865..,TR283,31/01/2025,08:45:48,TEPOTZOTLAN,TEPOTZOTLAN 2,5,$471.00,31/01/2025,12:00:00,36088909
IMDM27058360..,TR037,31/01/2025,08:43:52,LA ANTIGUA,LA ANTIGUA 07,1,$300.00,31/01/2025,12:00:00,36088909
IMDM27113085..,HH122,31/01/2025,08:43:32,ARMERIA VIAPASS,Armeria-Manzanillo,1,$662.00,31/01/2025,12:00:00,36088909
IMDM27058345..,TR131,31/01/2025,08:42:24,JILOTEPEC,JILOTEPEC 5,5,$74.00,31/01/2025,12:00:00,36088909
IMDM27058352..,114,31/01/2025,08:42,JILOTEPEC,JILOTEPEC 5,5,$74.00,31/01/2025,12:00:00,36088909
IMDM27113086..,HH120,31/01/2025,08:41:47,ECUANDUREO,ECUANDUREO 4,9,$417.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,08:40:55,PASO DEL TORO,PASO DEL TORO 7,5,$222.00,31/01/2025,12:00:00,36088909
IMDM27291938..,HH155,31/01/2025,08:39,MIRADORES,MIRADORES 15,9,$659.00,31/01/2025,12:00:00,36088909
IMDM27383512..,TR203,31/01/2025,08:37:41,ARMERIA VIAPASS,Armeria-Manzanillo,1,$803.00,31/01/2025,12:00:00,36088909
